,date,manner_of_death,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021
1073,2019-07-05,shot,21,M,White,Oak View,CA,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1074,2019-07-09,shot,36,M,Hispanic,Bakersfield,CA,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1075,2019-07-09,shot,26,M,White,Citrus Heights,CA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1077,2019-07-10,shot,32,M,Black,Adelanto,CA,False,attack,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1078,2019-07-16,shot,52,M,Hispanic,Chino Hills,CA,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1079,2019-07-17,shot,52,M,Black,Modesto,CA,False,attack,Not fleeing,True,True,45-59,unarmed,unarmed,toy weapon,1,7,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1080,2019-08-01,shot,21,M,Black,Los Angeles,CA,False,attack,Foot,False,True,18-29,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1081,2019-08-05,shot,19,M,Hispanic,Bakersfield,CA,False,other,Car,False,True,18-29,armed,other weapon,other weapon,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1083,2019-08-12,shot,49,M,White,Riverside,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1084,2019-08-18,shot,33,M,Hispanic,Los Angeles,CA,False,attack,Foot,True,True,30-44,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1085,2019-08-19,shot,39,M,Hispanic,Los Angeles,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1087,2019-08-21,shot,50,M,Hispanic,Stanton,CA,False,undetermined,Not fleeing,False,True,45-59,undetermined,undetermined,undetermined,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1089,2019-08-24,shot,52,M,Hispanic,El Cerrito,CA,True,attack,Not fleeing,True,True,45-59,armed,other weapon,other weapon,1,8,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1092,2019-09-06,shot,42,M,Black,Glendora,CA,False,other,Foot,False,True,30-44,armed,gun,gun,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1093,2019-09-12,shot,35,M,Hispanic,Santa Clarita,CA,True,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1094,2019-09-19,shot,18,M,Black,Long Beach,CA,False,attack,Not fleeing,False,True,Under 18,armed,other weapon,air/bb/pellet guns,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1095,2019-09-23,shot,63,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1097,2019-09-30,shot,36,M,White,Yucca Valley,CA,False,attack,Car,False,True,30-44,armed,gun,gun,1,9,2019,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1099,2019-10-06,shot,37,M,Hispanic,Los Angeles,CA,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1100,2019-10-06,shot,55,M,Black,Sacramento,CA,False,other,Not fleeing,True,True,45-59,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1101,2019-10-10,shot,48,M,White,Los Angeles,CA,False,other,Car,False,True,45-59,armed,other weapon,other weapon,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1102,2019-10-12,shot,21,M,Black,El Monte,CA,False,attack,Foot,False,True,18-29,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1103,2019-10-15,shot,30,M,White,Hope Ranch,CA,False,other,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1104,2019-10-16,shot,21,M,Black,Sherman Oaks,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1105,2019-10-22,shot,55,M,Asian,Carson,CA,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1106,2019-10-23,shot,44,M,Black,Long Beach,CA,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1108,2019-10-27,shot,25,M,Black,Carmichael,CA,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1109,2019-10-27,tasered and shot,42,M,Hispanic,Porterville,CA,True,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1111,2019-10-30,shot,33,M,Asian,Fresno,CA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1112,2019-10-30,shot,62,M,White,Lancaster,CA,False,other,Not fleeing,False,True,60-75,armed,other weapon,knife/cutting instrument,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1113,2019-10-31,shot,33,M,White,San Jose,CA,True,attack,Not fleeing,True,True,30-44,unarmed,unarmed,toy weapon,1,10,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1115,2019-11-13,shot,37,M,Hispanic,Los Angeles,CA,False,other,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,11,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1117,2019-11-19,shot,34,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,11,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1118,2019-11-19,shot,34,M,White,San Bernardino,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1119,2019-11-20,shot,42,F,White,Los Angeles,CA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1120,2019-11-25,shot,22,M,Black,Los Angeles,CA,False,attack,Foot,True,True,18-29,armed,other weapon,knife/cutting instrument,1,11,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1121,2019-11-29,shot,54,M,White,Modesto,CA,False,attack,Not fleeing,True,True,45-59,unarmed,unarmed,toy weapon,1,11,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1122,2019-12-01,shot,60,M,White,Concord,CA,True,attack,Not fleeing,True,True,45-59,armed,other weapon,knife/cutting instrument,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1123,2019-12-02,shot,38,M,Asian,Los Angeles,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1124,2019-12-05,shot,41,M,White,San Bernardino,CA,False,other,Foot,False,True,30-44,armed,gun,gun,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1125,2019-12-10,shot,42,M,Hispanic,Hesperia,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1126,2019-12-12,shot,34,M,Black,Anaheim,CA,False,other,Not fleeing,True,True,30-44,armed,gun,gun,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1128,2019-12-16,shot,25,M,Hispanic,Los Angeles,CA,False,attack,Foot,False,True,18-29,armed,gun,gun,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1129,2019-12-16,shot,28,M,Hispanic,San Bernardino,CA,False,undetermined,Car,False,True,18-29,undetermined,undetermined,undetermined,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1130,2019-12-19,shot,29,M,White,Davis,CA,True,attack,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1131,2019-12-22,shot,34,M,White,Redding,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1132,2019-12-28,shot,27,M,Hispanic,Bakersfield,CA,False,attack,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1133,2019-12-28,shot,34,M,White,Clearlake Oaks,CA,False,attack,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1134,2019-12-29,shot,33,M,Hispanic,El Centro,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,12,2019,4,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1135,2020-01-01,tasered and shot,25,M,White,Grass Valley,CA,True,attack,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,1,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1136,2020-01-02,shot,41,M,White,Murrieta,CA,False,attack,Car,True,True,30-44,armed,gun,gun,1,1,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1138,2020-01-10,shot,24,M,Hispanic,Muscoy,CA,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,1,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1139,2020-01-12,shot,31,M,Hispanic,Los Angeles,CA,True,attack,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,1,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1140,2020-01-20,shot,31,M,Hispanic,Fountain Valley,CA,False,other,Foot,False,True,30-44,armed,gun,gun,1,1,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1141,2020-01-24,shot,31,M,Hispanic,Oak Park,CA,False,attack,Foot,True,True,30-44,armed,gun,gun,1,1,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1142,2020-02-04,shot,26,M,Black,Home Garden,CA,True,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1143,2020-02-04,shot,41,M,White,Ono,CA,True,other,Car,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1144,2020-02-14,shot,33,M,Hispanic,Rialto,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1145,2020-02-16,shot,33,M,Black,Long Beach,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,2,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1146,2020-02-19,shot,38,M,Hispanic,Red Bluff,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,2,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1147,2020-02-25,shot,23,M,White,Brea,CA,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,2,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1149,2020-03-01,shot,30,M,Hispanic,Santa Clarita,CA,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1151,2020-03-06,shot,32,M,White,Edison,CA,False,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1152,2020-03-08,shot,29,F,Hispanic,Torrance,CA,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1153,2020-03-09,shot,29,F,White,Dinuba,CA,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1154,2020-03-10,shot,44,M,Hispanic,Bell Gardens,CA,True,undetermined,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1156,2020-03-15,shot,25,F,Hispanic,Long Beach,CA,False,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1158,2020-03-22,shot,55,M,Black,Sacramento,CA,False,attack,Not fleeing,True,True,45-59,unarmed,unarmed,toy weapon,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1159,2020-03-23,shot,50,M,White,Mojave,CA,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1160,2020-03-31,shot,37,M,Hispanic,Pomona,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2020,1,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1161,2020-04-12,shot,35,M,White,Daly City,CA,True,other,Car,False,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1162,2020-04-13,shot,36,M,Hispanic,Lamont,CA,False,attack,Car,False,True,30-44,armed,gun,gun,1,4,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1163,2020-04-16,shot,24,M,Hispanic,Richmond,CA,False,attack,Car,True,True,18-29,armed,gun,gun,1,4,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1164,2020-04-18,shot,33,M,Black,San Leandro,CA,True,other,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,4,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1165,2020-04-22,shot,38,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1166,2020-04-24,shot,24,M,White,Napa,CA,False,other,Car,False,True,18-29,armed,gun,gun,1,4,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1167,2020-04-29,shot,29,M,White,Madera County,CA,False,attack,Other,False,True,18-29,armed,other weapon,other weapon,1,4,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1168,2020-04-30,shot,28,M,Hispanic,Los Angeles,CA,False,other,Car,False,True,18-29,armed,gun,gun,1,4,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1169,2020-05-01,shot,36,M,White,San Diego,CA,True,other,Foot,False,True,30-44,unarmed,unarmed,unarmed,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1170,2020-05-03,shot,26,M,Hispanic,San Jose,CA,False,attack,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1171,2020-05-04,shot,36,M,Hispanic,Monterey Park,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1172,2020-05-05,shot,56,F,White,Half Moon Bay,CA,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1173,2020-05-07,shot,31,M,Hispanic,Long Beach,CA,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1174,2020-05-07,shot,21,M,Hispanic,Wasco,CA,False,attack,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1175,2020-05-08,shot,47,M,Asian,Pasadena,CA,False,other,Car,False,True,45-59,armed,gun,gun,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1176,2020-05-10,shot,50,M,White,Joshua Tree,CA,False,other,Car,False,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1178,2020-05-14,shot,26,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,True,True,18-29,armed,gun,gun,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1179,2020-05-15,shot,42,M,Asian,San Leandro,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1181,2020-05-25,shot,35,M,Asian,Modesto,CA,True,attack,Not fleeing,True,True,30-44,unarmed,unarmed,toy weapon,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1183,2020-05-26,shot,18,M,Hispanic,Los Angeles,CA,False,attack,Foot,False,True,Under 18,armed,gun,gun,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1184,2020-05-27,shot,50,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1185,2020-05-27,shot,31,M,Hispanic,Fullerton,CA,False,attack,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1186,2020-05-29,shot,33,M,White,Lancaster,CA,False,attack,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1188,2020-05-29,shot,39,M,White,Lancaster,CA,False,attack,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,5,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1189,2020-06-02,shot,65,M,White,Cottonwood,CA,False,other,Not fleeing,False,True,60-75,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1190,2020-06-02,shot,22,M,Hispanic,Vallejo,CA,False,other,Not fleeing,True,True,18-29,armed,other weapon,other weapon,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1191,2020-06-06,shot,22,M,Hispanic,Oakland,CA,False,attack,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1192,2020-06-07,shot,35,M,White,Industry,CA,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1193,2020-06-11,shot,26,M,White,Paso Robles,CA,True,attack,Foot,False,True,18-29,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1194,2020-06-11,shot,62,M,Black,Lancaster,CA,False,undetermined,Not fleeing,False,True,60-75,undetermined,undetermined,undetermined,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1195,2020-06-13,shot,21,M,Hispanic,San Bernardino,CA,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1196,2020-06-13,shot,26,M,Hispanic,Palmdale,CA,False,other,Foot,False,True,18-29,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1197,2020-06-17,shot,31,M,Black,Rosamond,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1198,2020-06-18,shot,18,M,Hispanic,Gardena,CA,False,other,Foot,False,True,Under 18,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1199,2020-06-21,tasered and shot,19,M,White,Milpitas,CA,False,attack,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1200,2020-06-22,shot,33,M,Hispanic,Palm Desert,CA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1201,2020-06-24,shot,33,F,Asian,Lake Forest,CA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1202,2020-06-24,shot,31,M,Black,San Bernardino,CA,False,attack,Car,False,True,30-44,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1203,2020-06-27,shot,25,M,Hispanic,San Diego,CA,False,attack,Foot,True,True,18-29,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1204,2020-06-27,shot,31,M,White,Red Bluff,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1205,2020-06-29,shot,34,M,Hispanic,Pomona,CA,True,attack,Car,False,True,30-44,armed,gun,gun,1,6,2020,2,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1206,2020-07-05,shot,34,M,White,Chino,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,7,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1207,2020-07-07,shot,36,M,Hispanic,Fresno,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,7,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1208,2020-07-09,shot,49,M,Black,San Diego,CA,True,attack,Not fleeing,True,True,45-59,unarmed,unarmed,toy weapon,1,7,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1209,2020-07-15,shot,39,M,Black,Stockton,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,7,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1210,2020-07-20,shot,33,M,Hispanic,Chula Vista,CA,False,attack,Other,False,True,30-44,armed,gun,gun,1,7,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1211,2020-07-21,shot,22,M,Black,Sacramento,CA,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,7,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1212,2020-07-23,shot,51,M,White,Eureka,CA,True,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,7,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1213,2020-07-24,shot,61,M,Black,Stockton,CA,False,attack,Not fleeing,True,True,60-75,unarmed,unarmed,toy weapon,1,7,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1215,2020-08-03,shot,34,M,White,Culver City,CA,False,other,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1216,2020-08-06,shot,35,M,Hispanic,San Leandro,CA,False,attack,Other,False,True,30-44,armed,gun,gun,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1218,2020-08-07,shot,33,M,Hispanic,Rancho Mirage,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1219,2020-08-12,shot,31,M,White,Reseda,CA,False,other,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1220,2020-08-15,shot,32,M,Black,Pasadena,CA,False,other,Foot,True,True,30-44,armed,gun,gun,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1221,2020-08-16,shot,27,M,Hispanic,Dos Palos,CA,False,other,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1223,2020-08-17,shot,65,M,Hispanic,Bakersfield,CA,False,other,Car,True,True,60-75,armed,other weapon,knife/cutting instrument,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1224,2020-08-17,shot,36,M,Hispanic,San Bernardino,CA,False,attack,Foot,False,True,30-44,armed,gun,gun,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1225,2020-08-17,shot,35,M,White,Barstow,CA,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1226,2020-08-21,shot,42,M,White,Nipomo,CA,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1227,2020-08-22,shot,29,M,Black,Rancho Cordova,CA,True,attack,Foot,False,True,18-29,armed,gun,gun,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1229,2020-08-29,shot,25,M,Hispanic,Anaheim,CA,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1230,2020-08-30,shot,26,M,White,Clovis,CA,False,attack,Not fleeing,True,True,18-29,armed,other weapon,air/bb/pellet guns,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1231,2020-08-31,shot,29,M,Black,Los Angeles,CA,False,attack,Foot,False,True,18-29,armed,gun,gun,1,8,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1232,2020-09-01,shot,50,M,White,Sacramento,CA,True,attack,Foot,True,True,45-59,armed,gun,gun,1,9,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1233,2020-09-03,shot,37,M,Hispanic,California City,CA,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1234,2020-09-04,shot,38,M,White,Lucerne,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
1235,2020-09-10,shot,41,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2020,3,California,38918045,39167117,39358497,39461588,39512223,39499738,39237836
